"","mean_expression.gene","mean_expression.epoch","mean_expression.mean_expression"
"Dapk2","Dapk2","epoch1",-0.126419557721847
"Anxa2","Anxa2","epoch1",-0.150896725938517
"B230323A14Rik","B230323A14Rik","epoch1",-0.176738433994021
"Adam10","Adam10","epoch1",-0.370554266886631
"Aldh1a2","Aldh1a2","epoch1",-0.118402912230822
"Prtg","Prtg","epoch1",-0.660299046066148
"Gsta4","Gsta4","epoch1",0.812342196840277
"Ctsh","Ctsh","epoch1",-0.0988358348436175
"Amotl2","Amotl2","epoch1",-0.0256748313216195
"Twf2","Twf2","epoch1",0.607343602595568
"Pcbp4","Pcbp4","epoch1",-0.475430118804855
"Prkar2a","Prkar2a","epoch1",-0.353191328227059
"Eomes","Eomes","epoch1",-0.0248666806656179
"Ctdspl","Ctdspl","epoch1",-0.184933863764343
"mt-Nd1","mt-Nd1","epoch1",0.233833566359229
"mt-Nd2","mt-Nd2","epoch1",0.163577111752545
"mt-Co1","mt-Co1","epoch1",0.20083092264669
"mt-Nd4","mt-Nd4","epoch1",0.0653283332559732
"Clcn5","Clcn5","epoch1",-0.260370854650435
"Eras","Eras","epoch1",0.484747400120974
"Dynlt3","Dynlt3","epoch1",-0.274690856239597
"Klhl13","Klhl13","epoch1",0.479767781717122
"Apln","Apln","epoch1",-0.0670372631517431
"Gpc3","Gpc3","epoch1",-0.571261036129211
"Rtl8b","Rtl8b","epoch1",-0.145423597540207
"Tmem185a","Tmem185a","epoch1",-0.299309321169978
"Pdzd4","Pdzd4","epoch1",0.693379449225422
"Renbp","Renbp","epoch1",0.0140105709340014
"Maged1","Maged1","epoch1",-0.397300235785757
"Eda2r","Eda2r","epoch1",0.100580075991998
"Slc7a3","Slc7a3","epoch1",0.886026251723582
"Cited1","Cited1","epoch1",-0.279649023684678
"Xist","Xist","epoch1",0.156357464928309
"Nexmif","Nexmif","epoch1",0.697124713028381
"Pcdh19","Pcdh19","epoch1",-0.139717119787336
"Bex2","Bex2","epoch1",-0.399048957213855
"Tceal8","Tceal8","epoch1",-0.370790961044119
"Tsc22d3","Tsc22d3","epoch1",-0.405867086832382
"Capn6","Capn6","epoch1",-0.143272386253175
"Amot","Amot","epoch1",-0.288109655383072
"Maged2","Maged2","epoch1",-0.37646266641278
"Tmsb4x","Tmsb4x","epoch1",-0.24756890124468
"Dgkk","Dgkk","epoch1",-0.226919555143627
"Pim2","Pim2","epoch1",0.359920932666231
"Slc38a5","Slc38a5","epoch1",-0.162102821349018
"Tspan7","Tspan7","epoch1",-0.459340030826292
"Chst7","Chst7","epoch1",-0.174250259283543
"Zcchc12","Zcchc12","epoch1",-0.128971617245399
"Slc25a5","Slc25a5","epoch1",0.566990700785414
"Rhox5","Rhox5","epoch1",0.398240285248939
"Fmr1nb","Fmr1nb","epoch1",0.445246842906149
"Hmgb3","Hmgb3","epoch1",-0.788854525146543
"Prrg3","Prrg3","epoch1",-0.118602604410401
"Nsdhl","Nsdhl","epoch1",-0.293382358634749
"Dkc1","Dkc1","epoch1",0.543565834090217
"Stard8","Stard8","epoch1",0.0269137903728831
"Efnb1","Efnb1","epoch1",-0.541471873133488
"Tsix","Tsix","epoch1",0.553533220507168
"Magee1","Magee1","epoch1",-0.112714886297111
"Pgk1","Pgk1","epoch1",-0.096866347472641
"Tceal9","Tceal9","epoch1",-0.40644838057504
"Zcchc18","Zcchc18","epoch1",-0.279112952348624
"Fam199x","Fam199x","epoch1",-0.219928563254865
"Mum1l1","Mum1l1","epoch1",-0.374690508546654
"Trap1a","Trap1a","epoch1",0.858989576469643
"Rnf128","Rnf128","epoch1",-0.152127770949431
"Alg13","Alg13","epoch1",0.86474624930609
"Gpm6b","Gpm6b","epoch1",-0.187634391167019
"Eif2s3y","Eif2s3y","epoch1",0.23453851749687
"Sox171","Sox17","epoch2",-0.171226390770503
"Prdm141","Prdm14","epoch2",0.0611503545072052
"Eya11","Eya1","epoch2",-0.0642146157858136
"Sema4c1","Sema4c","epoch2",-0.171904989487522
"Fhl21","Fhl2","epoch2",-0.176901399761766
"Slc40a11","Slc40a1","epoch2",-0.0629030423504966
"1700019D03Rik1","1700019D03Rik","epoch2",0.314089781983377
"Pgap11","Pgap1","epoch2",-0.013647185413392
"Hspd11","Hspd1","epoch2",0.340538850075893
"Klf71","Klf7","epoch2",0.0708246647001623
"Mreg1","Mreg","epoch2",0.444636204904252
"Igfbp51","Igfbp5","epoch2",-0.405489959518661
"Epha41","Epha4","epoch2",-0.166349731715764
"Pax31","Pax3","epoch2",-0.301025246689608
"Kif1a1","Kif1a","epoch2",-0.1330084701038
"Tmem371","Tmem37","epoch2",0.00458201029143491
"Dbi1","Dbi","epoch2",-0.491121376107593
"Cxcr41","Cxcr4","epoch2",-0.277251059864904
"Mapkapk21","Mapkapk2","epoch2",-0.514993650997365
"Elf31","Elf3","epoch2",0.180455855615846
"Nr5a21","Nr5a2","epoch2",0.526341572567657
"Ier51","Ier5","epoch2",-0.292410282227518
"Prdx61","Prdx6","epoch2",0.186422363060986
"Prrx11","Prrx1","epoch2",-0.0581766052560492
"Pou2f11","Pou2f1","epoch2",-0.0265095166780136
"Dusp271","Dusp27","epoch2",0.613234898382491
"Pea15a1","Pea15a","epoch2",-0.348324239481711
"Atp1a21","Atp1a2","epoch2",-0.22263275872875
"Hnrnpu1","Hnrnpu","epoch2",0.137191192941628
"Mixl11","Mixl1","epoch2",0.623349643834345
"Enah1","Enah","epoch2",0.494849218813585
"Capn21","Capn2","epoch2",-0.23485393674819
"Tgfb21","Tgfb2","epoch2",-0.329464385142693
"Nenf1","Nenf","epoch2",-0.170823380356184
"Terf11","Terf1","epoch2",0.490079901209306
"Rdh101","Rdh10","epoch2",-0.212285249770343
"Dst1","Dst","epoch2",0.0794531564601789
"Inpp4a1","Inpp4a","epoch2",0.0455523712949438
"Pou3f31","Pou3f3","epoch2",-0.177689752408436
"Fzd71","Fzd7","epoch2",0.00667292698399051
"Bmpr21","Bmpr2","epoch2",-0.180838391021058
"Pard3b1","Pard3b","epoch2",-0.16764691062681
"Zdbf21","Zdbf2","epoch2",-0.0435688745442798
"Adam231","Adam23","epoch2",0.177806295372628
"Igfbp21","Igfbp2","epoch2",0.134807948991503
"B3gnt71","B3gnt7","epoch2",0.11467252679906
"Ptma1","Ptma","epoch2",0.329190286147603
"Inpp5d1","Inpp5d","epoch2",0.289085647889546
"Tfcp2l11","Tfcp2l1","epoch2",0.807309123185965
"En11","En1","epoch2",-0.16013149704252
"Nuak21","Nuak2","epoch2",-0.185096050029273
"Csrp11","Csrp1","epoch2",-0.174388960303207
"Phlda31","Phlda3","epoch2",-0.108284267934633
"Gpa331","Gpa33","epoch2",0.744837524635451
"Tagln21","Tagln2","epoch2",0.174192693070726
"Kif26b1","Kif26b","epoch2",-0.153242657636548
"Pycr21","Pycr2","epoch2",-0.0433566027249281
"Plxna21","Plxna2","epoch2",-0.120759632724982
"Rgs171","Rgs17","epoch2",-0.0562038438005762
"Samd51","Samd5","epoch2",-0.0290404060384729
"Phactr21","Phactr2","epoch2",-0.300560965479075
"Abracl1","Abracl","epoch2",-0.388291294297912
"Rps121","Rps12","epoch2",0.153689764658818
"Enpp31","Enpp3","epoch2",0.191025540294064
"Arg11","Arg1","epoch2",-0.110400190720191
"Rspo31","Rspo3","epoch2",-0.088269751723651
"Tpd52l11","Tpd52l1","epoch2",0.085927867844885
"Marcks1","Marcks","epoch2",-0.575532514837335
"Unc5b1","Unc5b","epoch2",0.117163432332186
"H2afy21","H2afy2","epoch2",-0.500464232249574
"Tet11","Tet1","epoch2",0.555721694600364
"Arid5b1","Arid5b","epoch2",0.629609209210305
"Cdk11","Cdk1","epoch2",0.361937059509148
"Bicc11","Bicc1","epoch2",-0.121627080899019
"Col18a11","Col18a1","epoch2",0.0500154920526176
"Pfkl1","Pfkl","epoch2",0.00871770977583755
"Agpat31","Agpat3","epoch2",0.090316575194535
"Gamt1","Gamt","epoch2",-0.221775711401478
"Tjp31","Tjp3","epoch2",-0.0370225621448768
"Nuak11","Nuak1","epoch2",-0.216326630868755
"Ckap41","Ckap4","epoch2",-0.182759774608312
"Atxn7l3b1","Atxn7l3b","epoch2",-0.236176992306015
"Lyz21","Lyz2","epoch2",-0.0760644084804661
"Mdm21","Mdm2","epoch2",-0.156671962343862
"Hmga21","Hmga2","epoch2",-0.661353134355702
"Nxph41","Nxph4","epoch2",0.221952128541339
"Lrp11","Lrp1","epoch2",-0.102839570451569
"Nab21","Nab2","epoch2",-0.0669446820086175
"Gdf111","Gdf11","epoch2",-0.207093689467881
"Akap121","Akap12","epoch2",0.264511756783167
"Plagl11","Plagl1","epoch2",-0.405106687586969
"Cited21","Cited2","epoch2",-0.141120208803421
"Sgk11","Sgk1","epoch2",0.863101464970956
"Ctgf1","Ctgf","epoch2",0.206367184008871
"Samd31","Samd3","epoch2",0.00231683106867822
"Fyn1","Fyn","epoch2",-0.320525237236295
"Cd24a1","Cd24a","epoch2",-0.755463515715686
"Fabp71","Fabp7","epoch2",-0.307587649494123
"P4ha11","P4ha1","epoch2",-0.106359425872042
"Nodal1","Nodal","epoch2",0.318720595706459
"Ppa11","Ppa1","epoch2",0.325882463035389
"Rhobtb11","Rhobtb1","epoch2",-0.173736999978076
"Chchd101","Chchd10","epoch2",0.859474376322456
"Dnmt3l1","Dnmt3l","epoch2",0.866591302330022
"Cstb1","Cstb","epoch2",0.0180538166672564
"Bsg1","Bsg","epoch2",0.0163610665086698
"Arid3a1","Arid3a","epoch2",-0.295344616579414
"Cnn21","Cnn2","epoch2",0.327608541698802
"Abca71","Abca7","epoch2",-0.0499532664870168
"Gpx41","Gpx4","epoch2",0.334467594298166
"Gadd45b1","Gadd45b","epoch2",0.0594067331198808
"Aes1","Aes","epoch2",0.319932093170592
"1500009L16Rik1","1500009L16Rik","epoch2",-0.0678935430478305
"Rfx41","Rfx4","epoch2",-0.31513223363148
"Timp31","Timp3","epoch2",-0.193565700571616
"Sycp31","Sycp3","epoch2",0.435124554904178
"Dusp61","Dusp6","epoch2",-0.102497364253645
"Csrp21","Csrp2","epoch2",0.350103773307158
"Phlda11","Phlda1","epoch2",-0.216308124486234
"Ppm1h1","Ppm1h","epoch2",-0.0684480346166171
"Lrig31","Lrig3","epoch2",0.0462600037944567
"Ddit31","Ddit3","epoch2",0.016192064507977
"Ndufa4l21","Ndufa4l2","epoch2",0.310780872355451
"Sec14l21","Sec14l2","epoch2",-0.0525419918390421
"Grb101","Grb10","epoch2",-0.468244024081926
"Meis11","Meis1","epoch2",-0.372740108233232
"Stc21","Stc2","epoch2",0.0172908479695792
"Npm11","Npm1","epoch2",0.362564561364067
"Ccng11","Ccng1","epoch2",-0.38884838218935
"Pttg11","Pttg1","epoch2",-0.0748659996059979
"Sqstm11","Sqstm1","epoch2",0.0833604981582919
"Pdlim41","Pdlim4","epoch2",-0.208882027029336
"Atox11","Atox1","epoch2",0.279542407776986
"Wnt3a1","Wnt3a","epoch2",-0.0278213842884525
"Cenpv1","Cenpv","epoch2",0.0866009317502216
"Lrrc75a1","Lrrc75a","epoch2",-0.254592410646952
"Hs3st3b11","Hs3st3b1","epoch2",-0.111626982361406
"Chd31","Chd3","epoch2",-0.484995680485064
"Kdm6b1","Kdm6b","epoch2",-0.402991977359736
"Efnb31","Efnb3","epoch2",-0.190538405553325
"Cd681","Cd68","epoch2",0.245315074920654
"Eif5a1","Eif5a","epoch2",0.344371159356292
"Alox151","Alox15","epoch2",0.0396066285096682
"Pfn11","Pfn1","epoch2",0.296561681238198
"6330403K07Rik1","6330403K07Rik","epoch2",-0.317080230997098
"Rflnb1","Rflnb","epoch2",-0.323121266869398
"Lhx11","Lhx1","epoch2",0.168738144030283
"Gdpd11","Gdpd1","epoch2",-0.328038152552895
"Nog1","Nog","epoch2",-0.10838370860278
"Hoxb5os1","Hoxb5os","epoch2",-0.493528473180729
"Hoxb3os1","Hoxb3os","epoch2",-0.238194486597082
"Epop1","Epop","epoch2",0.68183397433393
"Top2a1","Top2a","epoch2",0.236926590384158
"Krt191","Krt19","epoch2",0.0611301960198434
"Jup1","Jup","epoch2",0.599458828261429
"Stat5b1","Stat5b","epoch2",-0.127962653862906
"Etv41","Etv4","epoch2",-0.053943337941706
"Meox11","Meox1","epoch2",-0.0990556658624293
"Limd21","Limd2","epoch2",-0.477125529281713
"Pecam11","Pecam1","epoch2",0.253568285441661
"Cpsf4l1","Cpsf4l","epoch2",0.391532049729274
"Jpt11","Jpt1","epoch2",-0.0943858345515085
"Galk11","Galk1","epoch2",0.0991262272409685
"Tk11","Tk1","epoch2",0.0358417284992206
"Socs31","Socs3","epoch2",0.514519951500735
"Timp21","Timp2","epoch2",-0.247587106303199
"Notum1","Notum","epoch2",0.125648549624852
"Gatsl31","Gatsl3","epoch2",0.447569601043322
"Upp11","Upp1","epoch2",1.09798552993823
"Ccdc88a1","Ccdc88a","epoch2",-0.343409563256121
"Sh3pxd2b1","Sh3pxd2b","epoch2",-0.265061927201984
"Ebf11","Ebf1","epoch2",-0.0676096047346409
"Gfpt21","Gfpt2","epoch2",0.38108323105089
"Rnf1301","Rnf130","epoch2",-0.472254313574592
"Col23a11","Col23a1","epoch2",-0.103581827420455
"9530068E07Rik1","9530068E07Rik","epoch2",-0.453826408596597
"P4ha21","P4ha2","epoch2",0.0152552953133216
"Mfap41","Mfap4","epoch2",-0.206599557577827
"Pmp221","Pmp22","epoch2",-0.211184428861508
"Myh101","Myh10","epoch2",-0.292136203344134
"Aurkb1","Aurkb","epoch2",0.130749161539415
"Hes71","Hes7","epoch2",-0.197958590892645
"Sox151","Sox15","epoch2",0.114999779960611
"Gabarap1","Gabarap","epoch2",-0.306806681751258
"Eno31","Eno3","epoch2",-0.200694644365685
"Pimreg1","Pimreg","epoch2",-0.193911732705361
"Rab341","Rab34","epoch2",-0.35509534002599
"Aldoc1","Aldoc","epoch2",0.0978211102838331
"Unc45b1","Unc45b","epoch2",-0.0476580076329001
"Lhx1os1","Lhx1os","epoch2",-0.0203686517018538
"Tex141","Tex14","epoch2",0.338092283233181
"Vezf11","Vezf1","epoch2",-0.590455116490465
"Cuedc11","Cuedc1","epoch2",-0.480644448586115
"Mmd1","Mmd","epoch2",-0.385049981402827
"Samd141","Samd14","epoch2",-0.187585334856432
"Hoxb51","Hoxb5","epoch2",-0.276742398738861
"Hoxb41","Hoxb4","epoch2",-0.457918725907803
"Hoxb31","Hoxb3","epoch2",-0.471527723575031
"Hoxb21","Hoxb2","epoch2",-0.599536294393896
"Hoxb11","Hoxb1","epoch2",-0.312991073252736
"Prr15l1","Prr15l","epoch2",-0.110803520286476
"Mllt61","Mllt6","epoch2",0.0762873603092445
"Igfbp41","Igfbp4","epoch2",-0.233628473032245
"Fzd21","Fzd2","epoch2",-0.29957736189385
"Arhgap27os21","Arhgap27os2","epoch2",-0.0467377308305803
"Wnt31","Wnt3","epoch2",0.0862420153814358
"Tanc21","Tanc2","epoch2",-0.0917601398714296
"1810010H24Rik1","1810010H24Rik","epoch2",0.0380084926446716
"Axin21","Axin2","epoch2",-0.0573195304701125
"Sox91","Sox9","epoch2",-0.137023594353225
"Gprc5c1","Gprc5c","epoch2",0.0271953675118121
"Rab371","Rab37","epoch2",-0.0984350102288382
"Slc9a3r11","Slc9a3r1","epoch2",-0.199173893093817
"Birc51","Birc5","epoch2",0.325385095858639
"Rnf2131","Rnf213","epoch2",0.00285819762355679
"Slc16a31","Slc16a3","epoch2",-0.0414965536053917
"Tex19.11","Tex19.1","epoch2",0.675581698193327
"Gm463321","Gm46332","epoch2",1.1370033625063
"Ubxn2a1","Ubxn2a","epoch2",0.375965446735231
"Rhob1","Rhob","epoch2",-0.199781016778626
"Mycn1","Mycn","epoch2",0.408944529084653
"Greb11","Greb1","epoch2",-0.460801639287108
"Id21","Id2","epoch2",-0.472806486307521
"Sox111","Sox11","epoch2",-0.598823676145492
"Egln31","Egln3","epoch2",0.177483718473833
"Cfl21","Cfl2","epoch2",-0.47122994820785
"Baz1a1","Baz1a","epoch2",-0.251182637466527
"Nfkbia1","Nfkbia","epoch2",0.183054535685537
"Foxa11","Foxa1","epoch2",-0.0869712920470552
"Nin1","Nin","epoch2",-0.0909211465290615
"Dhrs71","Dhrs7","epoch2",0.0448410645291045
"Zfp36l11","Zfp36l1","epoch2",-0.230240558726959
"Npc21","Npc2","epoch2",-0.329915847025484
"Rps6kl11","Rps6kl1","epoch2",0.0801100915932393
"Gsc1","Gsc","epoch2",0.394062838793456
"Hsp90aa11","Hsp90aa1","epoch2",0.621918634590846
"Ckb1","Ckb","epoch2",0.189845857198944
"Akt11","Akt1","epoch2",-0.486348529909175
"Ahnak21","Ahnak2","epoch2",-0.00562056866320935
"Sdc11","Sdc1","epoch2",-0.318764759088191
"Hpcal11","Hpcal1","epoch2",-0.35107859951229
"Rrm21","Rrm2","epoch2",-0.0766545865930371
"Pxdn1","Pxdn","epoch2",-0.263652273668693
"Twist11","Twist1","epoch2",-0.0460638436810229
"Coch1","Coch","epoch2",-0.00197592737910512
"Npas31","Npas3","epoch2",-0.230431336459223
"1110008L16Rik1","1110008L16Rik","epoch2",0.467902406691932
"Klhdc21","Klhdc2","epoch2",-0.482664256203142
"Atl11","Atl1","epoch2",-0.0920106437835065
"Tmx11","Tmx1","epoch2",-0.298810817119614
"Dact11","Dact1","epoch2",-0.0765312481057513
"Susd61","Susd6","epoch2",-0.0598129117554361
"Smoc11","Smoc1","epoch2",-0.085978185737526
"Vrtn1","Vrtn","epoch2",0.351633247315556
"Fos1","Fos","epoch2",0.0453545379280983
"Calm11","Calm1","epoch2",-0.0546153911829486
"Ppp4r41","Ppp4r4","epoch2",0.0550542894628022
"Dlk11","Dlk1","epoch2",-0.0399167147966532
"Adssl11","Adssl1","epoch2",0.0911391655822377
"Crip21","Crip2","epoch2",-0.0599633607451144
"Crip11","Crip1","epoch2",0.238131393814091
"Sp81","Sp8","epoch2",-0.29999629748412
"Zmynd111","Zmynd11","epoch2",-0.351551670002864
"Sox41","Sox4","epoch2",-0.323475565525939
"Serpinb6c1","Serpinb6c","epoch2",0.788977263065485
"Serpinb6a1","Serpinb6a","epoch2",0.140094011709872
"Tubb2b1","Tubb2b","epoch2",0.0325752891815053
"Pxdc11","Pxdc1","epoch2",0.173493962694
"Nedd91","Nedd9","epoch2",-0.304361656635672
"Card191","Card19","epoch2",-0.016055387797878
"Ror21","Ror2","epoch2",-0.380214882282806
"Dbn11","Dbn1","epoch2",-0.482391137998183
"H2afy1","H2afy","epoch2",-0.354695149522101
"Gas11","Gas1","epoch2",-0.191183960901901
"Irx11","Irx1","epoch2",-0.242839130235242
"Rhobtb31","Rhobtb3","epoch2",-0.489343567202213
"Vcan1","Vcan","epoch2",-0.24338128929446
"F2r1","F2r","epoch2",-0.39250922464039
"Hmgcr1","Hmgcr","epoch2",-0.329035956573744
"Hexb1","Hexb","epoch2",0.138552015294208
"Ccnb11","Ccnb1","epoch2",0.441282511903689
"Erbin1","Erbin","epoch2",-0.294302730114905
"Fst1","Fst","epoch2",0.0508850970213394
"Isl11","Isl1","epoch2",-0.0136072769106089
"Foxq11","Foxq1","epoch2",-0.074094421342834
"Foxc11","Foxc1","epoch2",0.00649792782880448
"Dsp1","Dsp","epoch2",-0.082589049588193
"Rbm241","Rbm24","epoch2",-0.0518217374990275
"Id41","Id4","epoch2",-0.0392709498877054
"Cks21","Cks2","epoch2",0.338823976002859
"Gadd45g1","Gadd45g","epoch2",0.104213988387978
"Cplx21","Cplx2","epoch2",-0.208757536751883
"Dapk11","Dapk1","epoch2",-0.0409324068325357
"Ssbp21","Ssbp2","epoch2",-0.433429778381321
"Serinc51","Serinc5","epoch2",-0.202968371602205
"Mtx31","Mtx3","epoch2",-0.0478830154125507
"Lncenc11","Lncenc1","epoch2",0.776141787950809
"Foxd11","Foxd1","epoch2",-0.19979535976609
"Serf11","Serf1","epoch2",-0.286357854771847
"Plk21","Plk2","epoch2",-0.223886629244169
"Emb1","Emb","epoch2",0.24439914098296
"Fgf101","Fgf10","epoch2",0.211937835173947
"Zfp5031","Zfp503","epoch2",-0.496488838425868
"2610528A11Rik1","2610528A11Rik","epoch2",-0.117582507431507
"Ero1l1","Ero1l","epoch2",0.0684861988647953
"Otx21","Otx2","epoch2",0.355379748004642
"Slc7a71","Slc7a7","epoch2",0.153574809329687
"Psme21","Psme2","epoch2",-0.139364659699233
"Gata41","Gata4","epoch2",-0.0771294989428677
"Tdh1","Tdh","epoch2",0.684373605945199
"Esco21","Esco2","epoch2",0.269121004611377
"Ephx21","Ephx2","epoch2",0.346813426793113
"Dpysl21","Dpysl2","epoch2",-0.520745810291443
"Cdca21","Cdca2","epoch2",0.236562519477537
"Fgf171","Fgf17","epoch2",0.525097042813406
"Pcdh81","Pcdh8","epoch2",-0.0461726360596143
"Dach11","Dach1","epoch2",-0.27094152209523
"Spry21","Spry2","epoch2",-0.146262808863437
"Zic51","Zic5","epoch2",0.0863514836662664
"Top2b1","Top2b","epoch2",-0.388009692895339
"Nid21","Nid2","epoch2",0.212419106312874
"Zmiz11","Zmiz1","epoch2",-0.33274232216338
"Il17rd1","Il17rd","epoch2",-0.216221312634074
"Wnt5a1","Wnt5a","epoch2",-0.252581947268202
"Tnnc11","Tnnc1","epoch2",-0.0527287875557994
"Samd41","Samd4","epoch2",-0.152448169477693
"Rnase41","Rnase4","epoch2",-0.0864264653934227
"Slc39a21","Slc39a2","epoch2",-0.128963795992044
"Carmil31","Carmil3","epoch2",-0.0929851043191585
"Rnf171","Rnf17","epoch2",0.451287471331083
"Shisa21","Shisa2","epoch2",0.0678388338822585
"Clu1","Clu","epoch2",0.0157123623968481
"Nefl1","Nefl","epoch2",0.377114159639689
"Stc11","Stc1","epoch2",-0.0340224478270981
"Loxl21","Loxl2","epoch2",-0.0935328299855138
"Egr31","Egr3","epoch2",-0.0613284074998164
"Tsc22d11","Tsc22d1","epoch2",-0.00616401117912284
"Enox11","Enox1","epoch2",0.622375765672097
"Gpc61","Gpc6","epoch2",-0.231598192355135
"Mbnl21","Mbnl2","epoch2",0.000385136558459355
"Farp11","Farp1","epoch2",-0.133870897057292
"Zic21","Zic2","epoch2",0.0203423230182175
"Basp11","Basp1","epoch2",-0.132303261295329
"Trio1","Trio","epoch2",-0.17245276317072
"Ncald1","Ncald","epoch2",-0.109508268125765
"Ndrg11","Ndrg1","epoch2",0.371535281886111
"Eef1d1","Eef1d","epoch2",0.283713848933905
"Tmem184b1","Tmem184b","epoch2",-0.152454242274001
"Csnk1e1","Csnk1e","epoch2",-0.490635782835882
"Cbx71","Cbx7","epoch2",0.425674017769499
"Phf5a1","Phf5a","epoch2",0.272541410931908
"Pmm11","Pmm1","epoch2",0.359443710886638
"A4galt1","A4galt","epoch2",0.140838426875544
"Smc1b1","Smc1b","epoch2",0.134112831819188
"Mapk121","Mapk12","epoch2",-0.357930550413145
"Plxnb21","Plxnb2","epoch2",-0.174107466507089
"Kif21a1","Kif21a","epoch2",-0.174589963593062
"Yaf21","Yaf2","epoch2",-0.498810737098281
"Prickle11","Prickle1","epoch2",-0.0450774876114268
"Slc38a41","Slc38a4","epoch2",0.352209914617521
"Col2a11","Col2a1","epoch2",-0.506025362022958
"Adcy61","Adcy6","epoch2",-0.0576036285076823
"Tuba1b1","Tuba1b","epoch2",0.215275147609965
"Racgap11","Racgap1","epoch2",0.200324190360914
"Lima11","Lima1","epoch2",0.0719304906797933
"Fignl21","Fignl2","epoch2",-0.312746209348296
"Krt81","Krt8","epoch2",-0.0765083576808428
"Itga51","Itga5","epoch2",0.0122843289768303
"Ppp1r1a1","Ppp1r1a","epoch2",0.181541624782187
"Myo101","Myo10","epoch2",0.428307604190515
"Laptm4b1","Laptm4b","epoch2",-0.33497549880777
"Cthrc11","Cthrc1","epoch2",0.0746975125192286
"Myc1","Myc","epoch2",0.145645766373171
"Ptp4a31","Ptp4a3","epoch2",-0.117295375992518
"Ly6e1","Ly6e","epoch2",0.237441898916226
"Grina1","Grina","epoch2",-0.304964782322174
"H1f01","H1f0","epoch2",-0.211318333152231
"Syngr11","Syngr1","epoch2",0.273433911767635
"Tspo1","Tspo","epoch2",0.0180229183549003
"Pim31","Pim3","epoch2",0.513192062921167
"Pdzrn41","Pdzrn4","epoch2",-0.140468531257504
"Tuba1c1","Tuba1c","epoch2",0.584451205849361
"Krt181","Krt18","epoch2",-0.0937776735988266
"Hoxc131","Hoxc13","epoch2",-0.061781801365234
"Ranbp11","Ranbp1","epoch2",0.0428812133486045
"Liph1","Liph","epoch2",0.0728127196594909
"Etv51","Etv5","epoch2",0.426932290564854
"P3h21","P3h2","epoch2",-0.126944717633855
"Tmem441","Tmem44","epoch2",-0.131569755355735
"Fam162a1","Fam162a","epoch2",-0.074586355966608
"Pla1a1","Pla1a","epoch2",0.00395147191299187
"Gap431","Gap43","epoch2",-0.164274519862054
"Boc1","Boc","epoch2",-0.289188912117874
"Dzip31","Dzip3","epoch2",-0.186184162038774
"Alcam1","Alcam","epoch2",-0.0819541659656462
"Nrip11","Nrip1","epoch2",-0.29339513864949
"App1","App","epoch2",-0.278190472966654
"2310043M15Rik1","2310043M15Rik","epoch2",0.958470046765857
"Snn1","Snn","epoch2",-0.399539525454332
"Cldn51","Cldn5","epoch2",-0.0594245680085905
"Lpp1","Lpp","epoch2",-0.178136183665349
"Ccdc501","Ccdc50","epoch2",-0.343777031614701
"Hes11","Hes1","epoch2",-0.13426582725363
"Hspbap11","Hspbap1","epoch2",0.658309128473175
"Fstl11","Fstl1","epoch2",-0.327971417405694
"Zbtb201","Zbtb20","epoch2",-0.101396852142208
"Dppa41","Dppa4","epoch2",0.681928254909568
"Dppa21","Dppa2","epoch2",0.821196204174187
"Morc11","Morc1","epoch2",0.930460079470752
"Cd471","Cd47","epoch2",-0.252623766640222
"Senp71","Senp7","epoch2",-0.178798441539754
"Gbe11","Gbe1","epoch2",-0.0835108578532607
"Robo11","Robo1","epoch2",-0.212990717900978
"Jam21","Jam2","epoch2",0.48701053071808
"Il10rb1","Il10rb","epoch2",-0.0572903507522174
"Cbr31","Cbr3","epoch2",0.385917058952695
"Ttc31","Ttc3","epoch2",-0.530284074708246
"Ezr1","Ezr","epoch2",0.305491461520912
"Gm167021","Gm16702","epoch2",-0.0201510177863823
"Qk1","Qk","epoch2",-0.351849083210454
"Acat21","Acat2","epoch2",-0.294658657142913
"Dll11","Dll1","epoch2",-0.090410889341281
"Rgmb1","Rgmb","epoch2",-0.0937150275477996
"Tnfrsf12a1","Tnfrsf12a","epoch2",-0.0273433617510638
"Metrn1","Metrn","epoch2",-0.283090907884608
"1700097N02Rik1","1700097N02Rik","epoch2",0.602135418269497
"Zfp8111","Zfp811","epoch2",-0.140608530450653
"H2-K11","H2-K1","epoch2",-0.329449820649493
"H2-Ke61","H2-Ke6","epoch2",-0.148741182308276
"Tubb51","Tubb5","epoch2",-0.0784559285192709
"H2-M51","H2-M5","epoch2",1.02210016696008
"AY0361181","AY036118","epoch2",0.0879052356704251
"Slc29a11","Slc29a1","epoch2",0.185761651147034
"Mymx1","Mymx","epoch2",0.663049219892575
"Vegfa1","Vegfa","epoch2",-0.137442210709656
"Mdfi1","Mdfi","epoch2",-0.191199934908322
"Foxp41","Foxp4","epoch2",-0.0499990017685507
"Rftn11","Rftn1","epoch2",-0.0709745995290987
"Dazl1","Dazl","epoch2",0.0669254693356189
"Plin31","Plin3","epoch2",0.402911424370749
"Efna51","Efna5","epoch2",-0.236341152708609
"Tgif11","Tgif1","epoch2",0.438545241586066
"Srsf71","Srsf7","epoch2",0.289280110642641
"T1","T","epoch2",0.178111740803745
"Smoc21","Smoc2","epoch2",-0.0581652158564264
"Hcfc1r11","Hcfc1r1","epoch2",0.142388691882613
