"","mean_expression.gene","mean_expression.epoch","mean_expression.mean_expression"
"Nasp1","Nasp","epoch2",0.235005785276492
"Plk31","Plk3","epoch2",-0.129101009170214
"Cdc201","Cdc20","epoch2",0.0757771227198343
"Rimkla1","Rimkla","epoch2",-0.183117389678955
"Gjb31","Gjb3","epoch2",-0.03651076455911
"Zfp3621","Zfp362","epoch2",0.178802002221346
"Sesn21","Sesn2","epoch2",-0.0290529849628607
"Sfn1","Sfn","epoch2",-0.184194327394168
"Grrp11","Grrp1","epoch2",1.76564137885968
"Alpl1","Alpl","epoch2",0.00111535576482614
"Cda1","Cda","epoch2",-0.283795268336932
"Fblim11","Fblim1","epoch2",-0.00951042845845223
"Pdpn1","Pdpn","epoch2",-0.580807877766589
"Zfp9791","Zfp979","epoch2",-0.246587498517086
"Agtrap1","Agtrap","epoch2",0.442449719350164
"Draxin1","Draxin","epoch2",0.183225870629152
"Spsb11","Spsb1","epoch2",0.0357472091913223
"Ajap11","Ajap1","epoch2",0.150443349281947
"Agrn1","Agrn","epoch2",-0.176887094477812
"Chd71","Chd7","epoch2",0.210223108902574
"Trp53inp11","Trp53inp1","epoch2",-0.439511938827733
"Ccne21","Ccne2","epoch2",0.29290475572149
"Rragd1","Rragd","epoch2",-0.00293464640465875
"Gm268811","Gm26881","epoch2",0.18500792135795
"Smc21","Smc2","epoch2",0.0183825880909959
"Zfp4621","Zfp462","epoch2",-0.822628116235137
"Mup61","Mup6","epoch2",-0.372298313863575
"Zfp6181","Zfp618","epoch2",0.146774315834045
"Pappa1","Pappa","epoch2",0.52811970214049
"Lurap1l1","Lurap1l","epoch2",-0.404129892587662
"Nfia1","Nfia","epoch2",0.324413268764814
"L1td11","L1td1","epoch2",-0.428369952520976
"Foxd31","Foxd3","epoch2",-0.274706196784973
"Ak41","Ak4","epoch2",-0.126535001397133
"Ssbp31","Ssbp3","epoch2",0.0532050530115763
"Lrp81","Lrp8","epoch2",0.0986506114403407
"3110021N24Rik1","3110021N24Rik","epoch2",0.282646127045155
"Txndc121","Txndc12","epoch2",0.106012455684443
"Trabd2b1","Trabd2b","epoch2",0.0396562981108824
"Pik3r31","Pik3r3","epoch2",-0.28722252647082
"Prdx11","Prdx1","epoch2",0.0146200682036579
"2610528J11Rik1","2610528J11Rik","epoch2",-0.214354893316825
"Slc2a11","Slc2a1","epoch2",-0.641321889931957
"Pou3f11","Pou3f1","epoch2",-0.514454529104599
"Phc21","Phc2","epoch2",0.205135608309259
"Tmem541","Tmem54","epoch2",-0.288484729329745
"Marcksl11","Marcksl1","epoch2",0.151675553521879
"Fabp31","Fabp3","epoch2",-0.223072641839584
"Laptm51","Laptm5","epoch2",0.0405958513418833
"Slc30a21","Slc30a2","epoch2",-0.149090798199177
"Rsrp11","Rsrp1","epoch2",0.0773724289610982
"Tcea31","Tcea3","epoch2",-0.445648237969726
"Wnt41","Wnt4","epoch2",-0.256699778636297
"Camk2n11","Camk2n1","epoch2",-0.116714110970497
"Rcc21","Rcc2","epoch2",-0.0150810958817601
"Mfap21","Mfap2","epoch2",-0.30103544096152
"Epha21","Epha2","epoch2",-0.112782255591204
"Zfp9901","Zfp990","epoch2",-0.329380580356034
"Zfp9811","Zfp981","epoch2",-0.16206079274416
"Zfp9851","Zfp985","epoch2",-0.24072279544392
"Eno11","Eno1","epoch2",-0.0553451892298957
"Hes51","Hes5","epoch2",-0.259831348061562
"Cyp511","Cyp51","epoch2",0.216561505198479
"Dbf41","Dbf4","epoch2",-0.245475075075713
"Cnpy11","Cnpy1","epoch2",-0.252221992611885
"Mxd41","Mxd4","epoch2",-0.259937613705794
"Mfsd101","Mfsd10","epoch2",0.00715812549266654
"Lrpap11","Lrpap1","epoch2",-0.233256216191997
"Msx11","Msx1","epoch2",1.45265986348192
"Nsg11","Nsg1","epoch2",-0.286441893751423
"Fgfbp11","Fgfbp1","epoch2",-0.0152482911944389
"Rbm471","Rbm47","epoch2",-0.0985437860091527
"Hopx1","Hopx","epoch2",-0.190993547439575
"Grsf11","Grsf1","epoch2",0.0316783232303957
"Cdkl21","Cdkl2","epoch2",-0.027917139728864
"G3bp21","G3bp2","epoch2",-0.442686683040423
"Hnrnpdl1","Hnrnpdl","epoch2",-0.0166099113567422
"Plac81","Plac8","epoch2",-0.0347773174444834
"Sparcl11","Sparcl1","epoch2",-0.320068524281184
"Ulk11","Ulk1","epoch2",-0.104008274773757
"Tmem1191","Tmem119","epoch2",0.58881000628074
"Cabp11","Cabp1","epoch2",0.512463940183322
"Dynll11","Dynll1","epoch2",-0.0336877633196612
"Srrm41","Srrm4","epoch2",0.0446938628951708
"Dtx11","Dtx1","epoch2",-0.200152512391408
"Aldh21","Aldh2","epoch2",0.12268966048335
"Auts21","Auts2","epoch2",-0.112246892352899
"Cldn41","Cldn4","epoch2",-0.267362826565901
"Col26a11","Col26a1","epoch2",0.497992490480343
"Zfp1131","Zfp113","epoch2",0.124913384020329
"Pdgfa1","Pdgfa","epoch2",-0.368247199679414
"Tnrc181","Tnrc18","epoch2",-0.139688993990421
"Zfp3161","Zfp316","epoch2",-0.00782432357470195
"Hmgb11","Hmgb1","epoch2",0.24058815681686
"Cdk61","Cdk6","epoch2",0.176786680240184
"Abcb1b1","Abcb1b","epoch2",-0.258295676112175
"Sema3a1","Sema3a","epoch2",-0.259937216838201
"Sema3e1","Sema3e","epoch2",-0.398184126615524
"Kmt2e1","Kmt2e","epoch2",-0.306374954377922
"En21","En2","epoch2",-0.239309616883596
"Dpysl51","Dpysl5","epoch2",1.24179595659177
"Gm16731","Gm1673","epoch2",-0.204535646752144
"Afap11","Afap1","epoch2",-0.100500287612279
"Crmp11","Crmp1","epoch2",-0.453620401909575
"Lyar1","Lyar","epoch2",0.152838909641529
"Pcdh71","Pcdh7","epoch2",1.37432594398657
"Uchl11","Uchl1","epoch2",-0.948184563188503
"Limch11","Limch1","epoch2",0.0400952955087026
"Pdgfra1","Pdgfra","epoch2",2.01867235004902
"Kit1","Kit","epoch2",-0.250124987463156
"C530008M17Rik1","C530008M17Rik","epoch2",0.0549791380763054
"Rest1","Rest","epoch2",-0.0866039416325899
"Adgrl31","Adgrl3","epoch2",-0.149424770722787
"Ccng21","Ccng2","epoch2",-0.0242557843526204
"Fras11","Fras1","epoch2",-0.23406969755888
"Arhgap241","Arhgap24","epoch2",-0.256116094191869
"Spp11","Spp1","epoch2",-0.208803345604489
"Mtf21","Mtf2","epoch2",0.153863292792812
"Fgfrl11","Fgfrl1","epoch2",0.145694221804539
"Mn11","Mn1","epoch2",-0.15710640947024
"Ung1","Ung","epoch2",-0.0486497289501131
"Msi11","Msi1","epoch2",-0.0729111404468616
"Pla2g1b1","Pla2g1b","epoch2",-0.189035403604309
"Tbx31","Tbx3","epoch2",0.534284882744153
"Lhx51","Lhx5","epoch2",-0.116684664040804
"B3gnt41","B3gnt4","epoch2",0.0768453347186247
"Tmem132c1","Tmem132c","epoch2",-0.292196109394232
"Fzd101","Fzd10","epoch2",-0.252362878962109
"Cldn31","Cldn3","epoch2",-0.395413921773434
"Hspb11","Hspb1","epoch2",-0.283881044139465
"Sgce1","Sgce","epoch2",-0.0681651363770167
"Asns1","Asns","epoch2",0.05522225809594
"Tspan121","Tspan12","epoch2",-0.0460321207841237
"Aass1","Aass","epoch2",-0.106138537327449
"Podxl1","Podxl","epoch2",-0.325718007733425
"Ptn1","Ptn","epoch2",-0.764428515608112
"Hipk21","Hipk2","epoch2",0.275625544786453
"Kdm7a1","Kdm7a","epoch2",-0.217010807866851
"Mkrn11","Mkrn1","epoch2",-1.15533003720144
"Tmem176b1","Tmem176b","epoch2",-0.0899118336538474
"Igf2bp31","Igf2bp3","epoch2",0.0251453131437302
"Skap21","Skap2","epoch2",-0.364998175576329
"Hoxa11","Hoxa1","epoch2",-0.0625752672553062
"Hoxa21","Hoxa2","epoch2",-0.440175109108289
"Hoxa71","Hoxa7","epoch2",-0.393043820808331
"Hoxa91","Hoxa9","epoch2",-0.459229809045792
"Hoxa101","Hoxa10","epoch2",-0.416578620672226
"Evx1os1","Evx1os","epoch2",0.671028251449267
"Tril1","Tril","epoch2",-0.161424659192562
"Gadd45a1","Gadd45a","epoch2",-0.188941120829744
"Tcf7l11","Tcf7l1","epoch2",0.117538953541468
"Tmsb101","Tmsb10","epoch2",0.508125485212076
"Hk21","Hk2","epoch2",-0.00765486980477969
"Wbp11","Wbp1","epoch2",-0.0578584211723258
"Tet31","Tet3","epoch2",-0.247553027669589
"Anxa41","Anxa4","epoch2",-0.0110491242880623
"H1fx1","H1fx","epoch2",-0.0650182925901997
"Podxl21","Podxl2","epoch2",-0.28617775340875
"Trh1","Trh","epoch2",-0.408707520241539
"Vgll41","Vgll4","epoch2",0.351191161076228
"Tmem401","Tmem40","epoch2",-0.181412501136462
"Plxnd11","Plxnd1","epoch2",0.421326577663422
"Phc11","Phc1","epoch2",-0.673380602213244
"Gdf31","Gdf3","epoch2",-0.366186035672824
"Slc2a31","Slc2a3","epoch2",-0.853700485577186
"Tpi11","Tpi1","epoch2",-0.153330052578046
"Ptms1","Ptms","epoch2",0.0641822109425751
"Tuba3a1","Tuba3a","epoch2",-0.0110004283487797
"Cd91","Cd9","epoch2",-0.110573902726173
"Ccnd21","Ccnd2","epoch2",0.124154710305932
"Magohb1","Magohb","epoch2",0.128170186063896
"Hist4h41","Hist4h4","epoch2",0.260910000403722
"Ldhb1","Ldhb","epoch2",-0.0284755426459014
"Sox51","Sox5","epoch2",-0.0829952677090963
"Bcat11","Bcat1","epoch2",0.00705638057552278
"Asb41","Asb4","epoch2",2.81887675523758
"Met1","Met","epoch2",-0.159696913013856
"Ptprz11","Ptprz1","epoch2",-0.0164197564125061
"Mest1","Mest","epoch2",-0.636320603514711
"Cald11","Cald1","epoch2",-0.037039547219562
"Clec2l1","Clec2l","epoch2",-0.102216299126546
"Tmem176a1","Tmem176a","epoch2",-0.133927004535993
"Hotairm11","Hotairm1","epoch2",-0.261250572775801
"Gm150501","Gm15050","epoch2",-0.12689384718736
"Hoxaas31","Hoxaas3","epoch2",-0.461807758857807
"Evx11","Evx1","epoch2",0.628489734232426
"Gng121","Gng12","epoch2",0.0142953619050483
"Reep11","Reep1","epoch2",-0.0843676134943962
"Capg1","Capg","epoch2",-0.157779945929845
"Slc4a51","Slc4a5","epoch2",-0.0659611274798711
"Hmces1","Hmces","epoch2",0.0599204021302285
"Slc6a61","Slc6a6","epoch2",0.679226210899651
"Lrrn11","Lrrn1","epoch2",0.0805393656094869
"Cxcl121","Cxcl12","epoch2",-0.267643392086029
"Dppa31","Dppa3","epoch2",-0.300921977094064
"Nanog1","Nanog","epoch2",-0.211598896980286
"Etnk11","Etnk1","epoch2",-0.157291814684868
"2810474O19Rik1","2810474O19Rik","epoch2",-0.288186065045496
"AU0180911","AU018091","epoch2",-0.177873195211093
"Cdc42ep51","Cdc42ep5","epoch2",-0.253110807699462
"Tnnt11","Tnnt1","epoch2",-0.197147794564565
"Cox6b21","Cox6b2","epoch2",0.0915689053013921
"Tmem2381","Tmem238","epoch2",-0.205793440590302
"Peg31","Peg3","epoch2",1.11770499497652
"Foxa31","Foxa3","epoch2",-0.199983954429626
"Igsf231","Igsf23","epoch2",-0.239933069547017
"Pou2f21","Pou2f2","epoch2",-0.193338925639788
"Ltbp41","Ltbp4","epoch2",-0.429162007570267
"Dll31","Dll3","epoch2",1.85828352168513
"Spint21","Spint2","epoch2",-0.497107792537039
"Aplp11","Aplp1","epoch2",-0.440572867596832
"Kctd151","Kctd15","epoch2",-0.0262705788016319
"Tdrd121","Tdrd12","epoch2",-0.279175519943237
"Ccne11","Ccne1","epoch2",0.108369904275363
"Rcn31","Rcn3","epoch2",0.0217922513683637
"Emp31","Emp3","epoch2",0.606464471916358
"Snrpn1","Snrpn","epoch2",-0.336123968691876
"Peg121","Peg12","epoch2",-0.264309770551821
"Synm1","Synm","epoch2",0.058651210864385
"Nr2f21","Nr2f2","epoch2",-0.202799808482329
"St8sia21","St8sia2","epoch2",-0.104181567082802
"Mesp11","Mesp1","epoch2",3.44940388649702
"Idh21","Idh2","epoch2",0.351898892371294
"Iqgap11","Iqgap1","epoch2",-0.0082781679307421
"Ap3b21","Ap3b2","epoch2",-0.346569441755613
"Hdgfl31","Hdgfl3","epoch2",-0.201449626063307
"Tsku1","Tsku","epoch2",0.202786696950595
"Mogat21","Mogat2","epoch2",1.21075080633163
"Serpinh11","Serpinh1","epoch2",0.151225590271254
"Folr11","Folr1","epoch2",-0.184560322761536
"Lrrc511","Lrrc51","epoch2",0.00793736254175504
"Nup981","Nup98","epoch2",-0.0770402270990113
"Lmo11","Lmo1","epoch2",2.56992616355419
"Calca1","Calca","epoch2",-0.369239230453968
"Sox61","Sox6","epoch2",-0.17920358479023
"Arl6ip11","Arl6ip1","epoch2",-0.095679841718326
"Lat1","Lat","epoch2",-0.0792262189090252
"Nupr11","Nupr1","epoch2",-0.157978916664918
"Aldoa1","Aldoa","epoch2",0.2228311848318
"Mvp1","Mvp","epoch2",-0.267642765740554
"Sept11","Sept1","epoch2",-0.249076500038306
"Pycard1","Pycard","epoch2",-0.170398468043034
"Fgfr21","Fgfr2","epoch2",-0.204887217283249
"Oat1","Oat","epoch2",0.0411802037929495
"Nkx1-21","Nkx1-2","epoch2",-0.454106419285138
"Tcerg1l1","Tcerg1l","epoch2",-0.154156863689423
"Nkx6-21","Nkx6-2","epoch2",-0.170361457765102
"Syce11","Syce1","epoch2",-0.173216798404853
"Ifitm31","Ifitm3","epoch2",-0.407283681724221
"Ano91","Ano9","epoch2",-0.178861245512962
"Sct1","Sct","epoch2",0.112297370284796
"Kcnq1ot11","Kcnq1ot1","epoch2",-0.0764863631067177
"Cdkn1c1","Cdkn1c","epoch2",-0.137595091958065
"Phlda21","Phlda2","epoch2",2.22761529361208
"Ccnd11","Ccnd1","epoch2",-0.168875014285247
"Epp131","Epp13","epoch2",-0.259321017563343
"Meis31","Meis3","epoch2",-0.12093948200345
"Bbc31","Bbc3","epoch2",-0.542469736499091
"Dact31","Dact3","epoch2",-0.0540335754553477
"Pglyrp11","Pglyrp1","epoch2",-0.278265416622162
"Zfp2961","Zfp296","epoch2",-0.281572575867176
"Plaur1","Plaur","epoch2",-0.0663147807121277
"Zfp4281","Zfp428","epoch2",-0.342160418877999
"Tgfb11","Tgfb1","epoch2",0.567191443840663
"Blvrb1","Blvrb","epoch2",-0.0156120960290233
"9530053A07Rik1","9530053A07Rik","epoch2",-0.0262926081816355
"Ppp1r14a1","Ppp1r14a","epoch2",-0.199342347184817
"Tshz31","Tshz3","epoch2",-0.228388983011246
"Vstm2b1","Vstm2b","epoch2",0.229089010258516
"Napsa1","Napsa","epoch2",0.021982366591692
"Tead21","Tead2","epoch2",0.44549406732743
"Plekha41","Plekha4","epoch2",-0.167977524300416
"Bcat21","Bcat2","epoch2",-0.32650501995037
"Ldha1","Ldha","epoch2",0.461815624901404
"Ndn1","Ndn","epoch2",-0.156038740153114
"Igf1r1","Igf1r","epoch2",0.0111487954777355
"Rgma1","Rgma","epoch2",-0.129900857806206
"Mesp21","Mesp2","epoch2",0.72307103673617
"Mex3b1","Mex3b","epoch2",0.157433509640396
"Rab381","Rab38","epoch2",-0.0153753221035004
"Tenm41","Tenm4","epoch2",0.253511562446753
"Ndufc21","Ndufc2","epoch2",0.248389128595591
"Ucp21","Ucp2","epoch2",-0.0449177855780969
"Gm350821","Gm35082","epoch2",0.248943228414282
"Rbmxl21","Rbmxl2","epoch2",-0.424184574062626
"Parva1","Parva","epoch2",-0.174439717829227
"Mettl91","Mettl9","epoch2",0.212532352970447
"Ypel31","Ypel3","epoch2",0.533757667367657
"Tbx61","Tbx6","epoch2",1.6140390753746
"Mylpf1","Mylpf","epoch2",-0.220172451684872
"Tgfb1i11","Tgfb1i1","epoch2",0.420734809339047
"Plekha11","Plekha1","epoch2",-0.222089522735526
"Lhpp1","Lhpp","epoch2",-0.368248053537294
"Dpysl41","Dpysl4","epoch2",0.0807837501168251
"Utf11","Utf1","epoch2",-0.62749502658844
"Ifitm11","Ifitm1","epoch2",0.886164737430712
"Fgf31","Fgf3","epoch2",1.34049004117648
"Fgf41","Fgf4","epoch2",-0.120775429904461
"Ctxn11","Ctxn1","epoch2",0.197867258312181
"Efnb21","Efnb2","epoch2",-0.402748169004917
"Col4a11","Col4a1","epoch2",0.957074584066868
"Atp7b1","Atp7b","epoch2",-0.0102907314896584
"Ckap21","Ckap2","epoch2",-0.472305486925567
"Ash2l1","Ash2l","epoch2",-0.35858408898736
"Nrg11","Nrg1","epoch2",-0.189829703172048
"Tnks1","Tnks","epoch2",-0.141789711887638
"Triml11","Triml1","epoch2",-0.172184863686562
"Zfp421","Zfp42","epoch2",-0.273984560238508
"Slc25a41","Slc25a4","epoch2",0.255071421929946
"Stox21","Stox2","epoch2",-0.268838038047155
"Galnt71","Galnt7","epoch2",0.0153813754906878
"Palld1","Palld","epoch2",-0.461631773855576
"Cpe1","Cpe","epoch2",-0.134739428261916
"Apela1","Apela","epoch2",-0.521917028709625
"Psd31","Psd3","epoch2",-0.222185816864173
"Bst21","Bst2","epoch2",-0.577670229971409
"Smad11","Smad1","epoch2",1.31547352497776
"Gab11","Gab1","epoch2",-0.28464669007808
"Nanos31","Nanos3","epoch2",-0.184851524482171
"Ier21","Ier2","epoch2",-0.148916585727905
"Calr1","Calr","epoch2",0.0560494804133972
"Junb1","Junb","epoch2",0.0541045752974848
"Sall11","Sall1","epoch2",0.24949709251523
"Cdh111","Cdh11","epoch2",1.51113384465377
"Nqo11","Nqo1","epoch2",-0.264324573179086
"Cotl11","Cotl1","epoch2",-0.23180113962541
"Egln11","Egln1","epoch2",-0.207474627097448
"Col4a21","Col4a2","epoch2",0.890679126481215
"Plat1","Plat","epoch2",-0.220772417386373
"Sfrp11","Sfrp1","epoch2",-0.138708737508083
"Fgfr11","Fgfr1","epoch2",0.176417836857339
"Zfp7031","Zfp703","epoch2",0.732363900790612
"Eif4ebp11","Eif4ebp1","epoch2",0.0907434617945304
"Rnf1221","Rnf122","epoch2",0.108382279177507
"Dusp41","Dusp4","epoch2",-0.360520128843685
"Triml21","Triml2","epoch2",-0.293916351099809
"Irf21","Irf2","epoch2",-0.125823660691579
"Hmgb21","Hmgb2","epoch2",-0.147118149201075
"Isyna11","Isyna1","epoch2",-0.0748660577305903
"Jund1","Jund","epoch2",-0.695512172455589
"Tpm41","Tpm4","epoch2",0.440426258463413
"Klf21","Klf2","epoch2",-0.378770206744472
"Hmox11","Hmox1","epoch2",-0.00902792462923874
"Ddx391","Ddx39","epoch2",0.00831735283136368
"Palm31","Palm3","epoch2",-0.340790170431137
"Syce21","Syce2","epoch2",-0.320118357334286
"Prdx21","Prdx2","epoch2",0.315303593144442
"Gm106381","Gm10638","epoch2",0.269712990770737
"Gm26941","Gm2694","epoch2",-0.130781395236651
"Nkd11","Nkd1","epoch2",0.627063434571028
"Mt21","Mt2","epoch2",-0.343893709002684
"Mt11","Mt1","epoch2",-0.471929833292961
"Cmtm31","Cmtm3","epoch2",0.0620829532543818
"Cdh12","Cdh1","epoch2",-0.405595596817633
"Foxc21","Foxc2","epoch2",0.677980194489161
"Zfpm11","Zfpm1","epoch2",1.14766266345978
"Tubb31","Tubb3","epoch2",-0.377079543494619
"Rhou1","Rhou","epoch2",0.0649628757809599
"Kcnk11","Kcnk1","epoch2",-0.322611137665808
"Nrp11","Nrp1","epoch2",0.996042823791504
"Amotl11","Amotl1","epoch2",-0.00264611560851336
"Ap1m21","Ap1m2","epoch2",-0.204656194647153
"Anln1","Anln","epoch2",-0.189925451235225
"Jam31","Jam3","epoch2",0.0923653837293386
"Ntm1","Ntm","epoch2",0.591332842906316
"St141","St14","epoch2",-0.304624765614669
"Sc5d1","Sc5d","epoch2",-0.00883916382833074
"Oaf1","Oaf","epoch2",0.877802202602228
"Pafah1b21","Pafah1b2","epoch2",0.142967420754333
"Zbtb161","Zbtb16","epoch2",-0.273545778294404
"Ncam11","Ncam1","epoch2",-0.253078077458
"Lingo11","Lingo1","epoch2",0.00890932530164719
"Pml1","Pml","epoch2",-0.432137182354927
"Rec1141","Rec114","epoch2",-0.156176071117322
"Neo11","Neo1","epoch2",-0.138047814462334
"Smad31","Smad3","epoch2",-0.0204989696542422
"Tpm11","Tpm1","epoch2",0.0262733263759098
"Foxb11","Foxb1","epoch2",-0.404518805940946
"Ccnb21","Ccnb2","epoch2",-0.0139418254451205
"Cgnl11","Cgnl1","epoch2",0.0173291141788165
"Tcf121","Tcf12","epoch2",-0.116814445828398
"Dppa5a1","Dppa5a","epoch2",-0.378171010528846
"Ooep1","Ooep","epoch2",-0.248779971556117
"Hmgn31","Hmgn3","epoch2",-0.310869009668628
"Chst21","Chst2","epoch2",0.967182889084021
"Spsb41","Spsb4","epoch2",-0.279285697018107
"Slc35g21","Slc35g2","epoch2",0.0767936070760091
"Fam212a1","Fam212a","epoch2",1.23217964073022
"Pth1r1","Pth1r","epoch2",0.184671294689178
"Tdgf11","Tdgf1","epoch2",1.07801953715583
"Higd1a1","Higd1a","epoch2",-0.156727666369018
"Icam11","Icam1","epoch2",-0.17446140597264
"Ets11","Ets1","epoch2",0.266331182420254
"Fez11","Fez1","epoch2",-0.346091050406297
"Olfr9861","Olfr986","epoch2",-0.108738950143258
"Hspa81","Hspa8","epoch2",0.0946764765753566
"Nectin11","Nectin1","epoch2",0.111603279411793
"Mcam1","Mcam","epoch2",-0.176558410127958
"Gm56171","Gm5617","epoch2",0.0128101773560047
"Usp281","Usp28","epoch2",-0.192355910564462
"Cryab1","Cryab","epoch2",-0.0491864194472631
"Crabp11","Crabp1","epoch2",-0.109111818236609
"Rcn21","Rcn2","epoch2",0.0780536257351438
"Stra61","Stra6","epoch2",0.160617292920748
"Calml41","Calml4","epoch2",-0.227981773018837
"Igdcc31","Igdcc3","epoch2",-0.225925740165015
"Rbpms21","Rbpms2","epoch2",-0.522937902808189
"Pclaf1","Pclaf","epoch2",0.0185258666674296
"Dapk21","Dapk2","epoch2",0.759520052870115
"B230323A14Rik1","B230323A14Rik","epoch2",-0.10729067871968
"Adam101","Adam10","epoch2",0.0143475028375785
"Aldh1a21","Aldh1a2","epoch2",0.742576565841834
"Prtg1","Prtg","epoch2",0.923786522323887
"Gsta41","Gsta4","epoch2",-0.595385433516155
"Zic41","Zic4","epoch2",-0.138273484508197
"Tfdp21","Tfdp2","epoch2",-0.290258565017333
"Twf21","Twf2","epoch2",-0.203771162071886
"Pcbp41","Pcbp4","epoch2",0.248425057422962
"Gpx11","Gpx1","epoch2",-0.194503448953522
"Prkar2a1","Prkar2a","epoch2",-0.0797595674172044
"Cspg51","Cspg5","epoch2",-0.158004151533047
"Eomes1","Eomes","epoch2",1.84962018678586
"mt-Co11","mt-Co1","epoch2",-0.26858284343034
"Clcn51","Clcn5","epoch2",0.558989809453487
"Eras1","Eras","epoch2",-0.228324967995286
"Ebp1","Ebp","epoch2",-0.0513500301788251
"Porcn1","Porcn","epoch2",-0.273450193802516
"Dynlt31","Dynlt3","epoch2",0.0502864301204681
"Klhl131","Klhl13","epoch2",-0.134844661193589
"Rhox91","Rhox9","epoch2",-0.070089324315389
"Gpc41","Gpc4","epoch2",0.0186669901013374
"Gpc31","Gpc3","epoch2",1.03852105215192
"Map7d31","Map7d3","epoch2",-0.276866699631015
"Mcf21","Mcf2","epoch2",-0.276535811026891
"Sox31","Sox3","epoch2",-0.6568892410025
"Tmem185a1","Tmem185a","epoch2",0.0629453045820507
"Pdzd41","Pdzd4","epoch2",-0.45093297585845
"Pls31","Pls3","epoch2",-0.464764894366575
"Maged11","Maged1","epoch2",0.400987250792483
"Slc7a31","Slc7a3","epoch2",-0.37280283930401
"Cited11","Cited1","epoch2",0.227219005922476
"Xist1","Xist","epoch2",-0.123508140444756
"Nexmif1","Nexmif","epoch2",-0.366365477442741
"Hmgn51","Hmgn5","epoch2",-0.253385076330354
"Pcdh191","Pcdh19","epoch2",0.52325631082058
"Tspan61","Tspan6","epoch2",0.231875778237979
"Bex21","Bex2","epoch2",0.292890727085372
"Tceal81","Tceal8","epoch2",0.393769560071329
"Bex11","Bex1","epoch2",-1.08874059951243
"Nup62cl1","Nup62cl","epoch2",-0.263909044365088
"Tsc22d31","Tsc22d3","epoch2",0.331199972828229
"Capn61","Capn6","epoch2",0.20508998632431
"Amot1","Amot","epoch2",0.655935548245907
"Maged21","Maged2","epoch2",0.322137842575709
"Sat11","Sat1","epoch2",-0.131079127887885
"Tmsb4x1","Tmsb4x","epoch2",-0.831419339900215
"Pim21","Pim2","epoch2",-0.294428032046805
"Pcsk1n1","Pcsk1n","epoch2",-0.244629953056574
"B630019K06Rik1","B630019K06Rik","epoch2",-0.027570633093516
"Chst71","Chst7","epoch2",1.56115754594405
"Timp11","Timp1","epoch2",-0.0650327995419502
"Slc25a51","Slc25a5","epoch2",-0.0869852580518151
"Rhox51","Rhox5","epoch2",-0.110674022634824
"Rhox61","Rhox6","epoch2",-0.0982209098835786
"Fhl11","Fhl1","epoch2",-0.338964221634281
"Fmr1nb1","Fmr1nb","epoch2",-0.111857901016871
"Hmgb31","Hmgb3","epoch2",0.113131973713947
"Nsdhl1","Nsdhl","epoch2",0.155036784359254
"Dkc11","Dkc1","epoch2",0.0971677598853906
"Nr0b11","Nr0b1","epoch2",-0.150063986331224
"Efnb11","Efnb1","epoch2",-0.0426658698047201
"Tsix1","Tsix","epoch2",-0.301894758145014
"Magee11","Magee1","epoch2",-0.184760909775893
"Bex41","Bex4","epoch2",-0.906824758835137
"Tceal91","Tceal9","epoch2",0.109372439607978
"Fam199x1","Fam199x","epoch2",0.0157455941041311
"Nrk1","Nrk","epoch2",-0.0975020503004392
"Mum1l11","Mum1l1","epoch2",-0.142083811263243
"Trap1a1","Trap1a","epoch2",-0.415707030178358
"Col4a51","Col4a5","epoch2",-0.0373215273022652
"Alg131","Alg13","epoch2",-0.502305338842173
"Ddx3y1","Ddx3y","epoch2",0.215883519500494
"Eif2s3y1","Eif2s3y","epoch2",-0.186570128829529
"Prdm142","Prdm14","epoch3",-0.170265480875969
"Eya12","Eya1","epoch3",0.333365613999574
"Ptp4a12","Ptp4a1","epoch3",-0.0900774844314741
"Sema4c2","Sema4c","epoch3",0.045015310463698
"Slc40a12","Slc40a1","epoch3",-0.33730659795844
"1700019D03Rik2","1700019D03Rik","epoch3",-0.583819150924683
"Pgap12","Pgap1","epoch3",-0.476263744675595
"Fzd52","Fzd5","epoch3",-0.142220666227133
"Fn12","Fn1","epoch3",1.76466751843691
"Mreg2","Mreg","epoch3",-0.342436910971351
"Igfbp52","Igfbp5","epoch3",-0.435815544232078
"Tuba4a2","Tuba4a","epoch3",-0.233038074093992
"Epha42","Epha4","epoch3",0.417649209013452
"Pax32","Pax3","epoch3",0.0959513550219328
"Ncl2","Ncl","epoch3",0.296103194280042
"Gbx22","Gbx2","epoch3",0.368675890500131
"Hes62","Hes6","epoch3",-0.58123994950691
"Tmem372","Tmem37","epoch3",0.400998501026112
"Dbi2","Dbi","epoch3",-0.202335173943815
"Cxcr42","Cxcr4","epoch3",0.204762918793637
"Cd552","Cd55","epoch3",-0.22406330704689
"Mapkapk22","Mapkapk2","epoch3",0.237091054532515
"Elf32","Elf3","epoch3",-0.403372019529343
"Nr5a22","Nr5a2","epoch3",-0.327105224132538
"Trove22","Trove2","epoch3",0.198119061148685
"Hmcn12","Hmcn1","epoch3",0.545459932607153
"Ier52","Ier5","epoch3",0.343678982523472
"Cacybp2","Cacybp","epoch3",-0.34369692042389
"Prrx12","Prrx1","epoch3",0.0928757566472758
"Atp1b12","Atp1b1","epoch3",-0.599964851918428
"Dusp272","Dusp27","epoch3",-0.28796913895918
"Vangl22","Vangl2","epoch3",0.0287206833979682
