"","epoch3"
"206","Nrip1"
"207","App"
"208","Snn"
"209","Lpp"
"210","Ccdc50"
"211","Fstl1"
"212","Cd47"
"213","Ttc3"
"214","Gm16702"
"215","Qk"
"216","Acat2"
"217","Dll1"
"218","Rgmb"
"219","Metrn"
"220","Zfp811"
"221","H2-Ke6"
"222","Tubb5"
"223","Mdfi"
"224","Foxp4"
"225","Rftn1"
"226","Tgif1"
"227","Srsf7"
"228","Smoc2"
"229","Hcfc1r1"
"230","Srsf3"
"231","Clic1"
"232","Ddah2"
"233","Ddx39b"
"234","Gabbr1"
"235","Shd"
"236","Epb41l3"
"237","Pkdcc"
"238","Cdh2"
"239","Nrep"
"240","Prelid2"
"241","Zfp608"
"242","Fbn2"
"243","Tshz1"
"244","Colec12"
"245","Greb1l"
"246","Egr1"
"247","Cxxc5"
"248","Tubb6"
"249","Zfp516"
"250","Malat1"
"251","Rtn3"
"252","Psat1"
"253","Npm3"
"254","Fads1"
"255","Cyp26a1"
"256","Ffar4"
"257","Scd2"
"258","Ptgds"
"259","Notch1"
"260","Pbx3"
"261","Rbms1"
"262","Frzb"
"263","Mdk"
"264","Fjx1"
"265","Rcn1"
"266","Meis2"
"267","2700033N17Rik"
"268","Plagl2"
"269","Ptprt"
"270","Zmynd8"
"271","Sall4"
"272","Bmp7"
"273","Vim"
"274","Commd3"
"275","Bmi1"
"276","Nrarp"
"277","Olfm1"
"278","Prrx2"
"279","Hspa5"
"280","Sp5"
"281","Erich2"
"282","Hoxd9"
"283","Hoxd8"
"284","Hnrnpa3"
"285","Lmo2"
"286","Spred1"
"287","Mapkbp1"
"288","B2m"
"289","Sema6d"
"290","Dut"
"291","Eid1"
"292","Bmp2"
"293","Ism1"
"294","Cox4i2"
"295","Tpx2"
"296","Top1"
"297","Cd40"
"298","Snai1"
"299","Tshz2"
"300","Gnas"
"301","Edn3"
"302","Col9a3"
"303","Hey1"
"304","Fndc3b"
"305","Anxa5"
"306","Ccna2"
"307","Maml3"
"308","Fdps"
"309","Efna3"
"310","Cks1b"
"311","Mllt11"
"312","Car14"
"313","Plekho1"
"314","Lmo4"
"315","Adgrl2"
"316","Zfhx4"
"317","Fabp5"
"318","Bhlhe22"
"319","Lhfp"
"320","Smc4"
"321","Nes"
"322","Mex3a"
"323","S100a11"
"324","S100a10"
"325","Psrc1"
"326","Slc25a24"
"327","Prss12"
"328","Pitx2"
"329","Lef1"
"330","Cenpe"
"331","Ppp3ca"
"332","Unc5c"
"333","Wls"
"334","Pnrc1"
"335","Lpar1"
"336","Cer1"
"337","Mllt3"
"338","Jun"
"339","Cdca8"
"340","Zfp362"
"341","Serinc2"
"342","Ajap1"
"343","Ccne2"
"344","Rragd"
"345","Pappa"
"346","Ssbp3"
"347","Lrp8"
"348","3110021N24Rik"
"349","Txndc12"
"350","Trabd2b"
"351","Clspn"
"352","Sfpq"
"353","Phc2"
"354","Marcksl1"
"355","Mfap2"
"356","Hes5"
"357","Cyp51"
"358","Dbf4"
"359","Sel1l3"
"360","Ociad2"
"361","G3bp2"
"362","Hnrnpdl"
"363","Tmem119"
"364","Aldh2"
"365","Auts2"
"366","Col26a1"
"367","Actb"
"368","Flt1"
"369","Hmgb1"
"370","Cenpa"
"371","Gm1673"
"372","Afap1"
"373","Lyar"
"374","Slit2"
"375","Limch1"
"376","Pdgfra"
"377","Parm1"
"378","Anxa3"
"379","Arhgap24"
"380","Fgfrl1"
"381","Mn1"
"382","Msi1"
"383","Tmem132c"
"384","Tspan12"
"385","Ptn"
"386","Tmem176b"
"387","Igf2bp3"
"388","Skap2"
"389","Hoxa2"
"390","Hoxa7"
"391","Tril"
"392","Tmsb10"
"393","Wbp1"
"394","Mthfd2"
"395","Tet3"
"396","H1fx"
"397","Podxl2"
"398","Vgll4"
"399","Tpi1"
"400","Ptms"
"401","Gapdh"
"402","Prmt8"
"403","Ybx3"
"404","Asb4"
"405","Met"
"406","Cald1"
"407","Clec2l"
"408","Tmem176a"
"409","Hotairm1"
"410","Gm15050"
"411","Reep1"
"412","Lrrn1"
"413","2810474O19Rik"
"414","Peg3"
"415","Dll3"
"416","Ccne1"
"417","Rcn3"
"418","Ftl1"
"419","St8sia2"
"420","Mesp1"
"421","Idh2"
"422","Furin"
"423","Mogat2"
"424","Serpinh1"
"425","Lmo1"
"426","Arl6ip1"
"427","Aldoa"
"428","Oat"
"429","Cdkn1c"
"430","Phlda2"
"431","Ano1"
"432","Ccnd1"
"433","Tead2"
"434","Ldha"
"435","Igf1r"
"436","Rgma"
"437","Mex3b"
"438","Tenm4"
"439","Gdpd5"
"440","Ucp2"
"441","Mettl9"
"442","Ypel3"
"443","Tbx6"
"444","Tgfb1i1"
"445","Bub3"
"446","Dpysl4"
"447","Cd81"
"448","Fgf3"
"449","Ctxn1"
"450","Col4a1"
"451","Galnt7"
"452","Smad1"
"453","Ier2"
"454","Calr"
"455","Junb"
"456","Cdh11"
"457","Cotl1"
"458","Fam89a"
"459","Egln1"
"460","Fgfr1"
"461","Zfp703"
"462","Rnf122"
"463","Irf2"
"464","Jund"
"465","Tpm4"
"466","Prdx2"
"467","Gm10638"
"468","Nkd1"
"469","Gnao1"
"470","Cmtm3"
"471","Zfhx3"
"472","Foxc2"
"473","Zfpm1"
"474","Rhou"
"475","Nrp1"
"476","Amotl1"
"477","Fat3"
"478","Sc5d"
"479","Pafah1b2"
"480","Ncam1"
"481","Tpm1"
"482","Hmgn3"
"483","Slc35g2"
"484","Tex264"
"485","Sema3f"
"486","Fam212a"
"487","Pth1r"
"488","Cmtm8"
"489","Higd1a"
"490","2010315B03Rik"
"491","Hspa8"
"492","Nectin1"
"493","H2afx"
"494","Crabp1"
"495","Rcn2"
"496","Stra6"
"497","Pkm"
"498","Igdcc3"
"499","Pclaf"
"500","B230323A14Rik"
"501","Adam10"
"502","Aldh1a2"
"503","Prtg"
"504","Ctsh"
"505","Amotl2"
"506","Pcbp4"
"507","Prkar2a"
"508","mt-Nd1"
"509","mt-Nd2"
"510","mt-Co1"
"511","mt-Nd4"
"512","Clcn5"
"513","Gpc3"
"514","Maged1"
"515","Cited1"
"516","Pcdh19"
"517","Bex2"
"518","Tceal8"
"519","Capn6"
"520","Maged2"
"521","Tmsb4x"
"522","Slc38a5"
"523","Tspan7"
"524","Chst7"
"525","Slc25a5"
"526","Hmgb3"
"527","Prrg3"
"528","Stard8"
"529","Magee1"
"530","Pgk1"
"531","Tceal9"
"532","Fam199x"
"533","Mum1l1"
"534","Nab2"
"535","Gdf11"
"536","Plagl1"
"537","Fabp7"
"538","Sec14l2"
"539","Stc2"
"540","Timp2"
"541","Rnf130"
"542","Unc45b"
"543","Tanc2"
"544","Axin2"
"545","Nin"
"546","Gsc"
"547","Coch"
"548","Susd6"
"549","Dlk1"
"550","Adssl1"
"551","Sp8"
"552","Ror2"
"553","Isl1"
"554","Rbm24"
"555","Gadd45g"
"556","Plk2"
"557","Ero1l"
"558","Pcdh8"
"559","Dach1"
"560","Zmiz1"
"561","Wnt5a"
"562","Rnase4"
"563","Egr3"
"564","Trio"
"565","Mapk12"
"566","Prickle1"
"567","Col2a1"
"568","Cthrc1"
"569","Grina"
"570","Krt18"
"571","Alcam"
"572","Zbtb20"
"573","Senp7"
"574","Robo1"
"575","AY036118"
"576","Vegfa"
"577","Crebrf"
"578","H2-D1"
"579","Lama1"
"580","Cdx1"
"581","Setbp1"
"582","Sall3"
"583","Zeb1"
"584","Gata6"
"585","Neat1"
"586","Dkk1"
"587","Smarca2"
"588","Tcf7l2"
"589","Fign"
"590","Stk39"
"591","Actc1"
"592","Slc4a11"
"593","Foxa2"
"594","Atp9a"
"595","Angptl2"
"596","Lrp4"
"597","Trp53i11"
"598","Thbs1"
"599","Slc39a1"
"600","Lix1l"
"601","Aqp3"
"602","Enho"
"603","Cntfr"
"604","Cdkn2a"
"605","Cdkn2b"
"606","Ephb2"
"607","Glipr2"
"608","Pgm2"
"609","Mxd4"
"610","Nsg1"
"611","Srrm4"
"612","Pcdh7"
"613","Fam114a1"
"614","C530008M17Rik"
"615","Prdm8"
"616","Sgce"
"617","Evx1os"
"618","Wnt5b"
"619","Ccnd2"
"620","Capg"
"621","Mfge8"
"622","Hdgfl3"
"623","Chst15"
"624","9530053A07Rik"
"625","Vstm2b"
"626","Gys1"
"627","Ndn"
"628","Parva"
"629","Plekha2"
"630","Stox2"
"631","Sfrp1"
"632","Jam3"
"633","Oaf"
"634","Tcf12"
"635","Chst2"
"636","Spsb4"
"637","Cnn1"
"638","Hexa"
"639","Dapk2"
"640","Anxa2"
"641","Ctdspl"
"642","Dynlt3"
"643","Rtl8b"
"644","Tmem185a"
"645","Efnb1"
"646","Zcchc18"
