"","TG","TF","zscore","corr","offset","weighted_score"
"1","Prdm14","Elf3",3.19522312442553,0.247559576233454,7.97014925373134,3.19522312442553
"2","Prdm14","Tfcp2l1",3.78250280415972,0.268070793501687,-1.02985074626866,3.78250280415972
"3","Prdm14","Kat6b",4.211482444769,0.279120298099602,3.95522388059702,4.211482444769
"4","Prdm14","Basp1",3.09628171343386,-0.248240788437767,5.16417910447761,3.09628171343386
"5","Prdm14","Nfib",3.84671096437474,0.237154529237825,3.08955223880597,3.84671096437474
"6","Prdm14","Zfp990",3.39052280746228,0.25740082395266,3.77611940298507,3.39052280746228
"7","Prdm14","Rest",3.10271109930843,0.248576568054317,1.77611940298507,3.10271109930843
"8","Prdm14","Nanog",4.59873288276771,0.289222668069701,11.4776119402985,2.89607251355809
"9","Prdm14","Tead2",3.11436450873633,-0.249108047406025,7.14925373134328,3.11436450873633
"10","Prdm14","Zfp42",5.64197168737392,0.318537921164414,-0.686567164179104,5.64197168737392
"11","Prdm14","Klf2",3.34441816013468,0.256345172640244,0.91044776119403,3.34441816013468
"12","Prdm14","Rhox6",3.64871642309542,0.252805839015039,-8.44776119402985,3.64871642309542
"13","Eya1","Hoxb4",3.13387796030113,0.150461682845881,11.7313432835821,1.94792318090937
"14","Eya1","Gli3",4.17660020521552,0.1663259201355,5.56716417910448,4.17660020521552
"15","Eya1","Foxc1",3.97629558919236,0.166056586034867,3.35820895522388,3.97629558919236
"16","Eya1","Zfhx4",9.21787604661612,0.239834641088575,8.55223880597015,9.21787604661612
"17","Eya1","Foxc2",4.4615532347359,0.17437542882909,9.53731343283582,4.4615532347359
"18","Ptp4a1","Lhx1",3.28863908104508,0.153160051545255,-6.07462686567164,3.28863908104508
"19","Ptp4a1","Gata4",3.97521639045057,0.164904847207806,13.4328358208955,2.25268641866169
"20","Ptp4a1","Nanog",3.18325483207283,-0.15110388519905,4.86567164179105,3.18325483207283
"21","Ptp4a1","Sox6",9.51030868577448,0.212769849282533,18.0298507462687,3.97903622914686
"22","Ptp4a1","Mesp2",3.51793535769903,0.156485946507922,20.8059701492537,1.15683671127031
"23","Sema4c","Sox4",3.00998160465091,0.2526573390496,7.70149253731343,3.00998160465091
"24","Sema4c","Gata6",3.0722886356978,0.248684763585292,-12.5373134328358,3.0722886356978
"25","Sema4c","Snai1",3.32432666184639,0.261084371208807,-1.02985074626866,3.32432666184639
"26","Sema4c","Lmo4",3.10565394826401,0.254363173905078,19.4925373134328,1.15284506216252
"27","Sema4c","Sox2",3.82067223217294,-0.277151286420477,3.71641791044776,3.82067223217294
"28","Sema4c","Peg3",3.65509741320302,0.272275841366381,5.61194029850746,3.65509741320302
"29","Sema4c","Utf1",3.3600159620272,-0.263620418109086,1.95522388059702,3.3600159620272
"30","Sema4c","Zfp42",3.41870101723721,-0.265388579500666,2.94029850746269,3.41870101723721
"31","Sema4c","Klf2",3.38099392533709,-0.264254040369059,-3.01492537313433,3.38099392533709
"32","Sema4c","Zfpm1",3.8586618587739,0.248461066010633,1,3.8586618587739
