"","epoch1"
"220","Snrpn"
"221","Iqgap1"
"222","Arl6ip1"
"223","Aldoa"
"224","Pycard"
"225","Oat"
"226","Ifitm3"
"227","Kcnq1ot1"
"228","Ccnd1"
"229","Zfp428"
"230","Blvrb"
"231","Tead2"
"232","Bcat2"
"233","Ldha"
"234","Ndufc2"
"235","Ucp2"
"236","Rbmxl2"
"237","Mettl9"
"238","Ypel3"
"239","Plekha1"
"240","Lhpp"
"241","Utf1"
"242","Ifitm1"
"243","Ckap2"
"244","Ash2l"
"245","Zfp42"
"246","Slc25a4"
"247","Bst2"
"248","Gab1"
"249","Ier2"
"250","Calr"
"251","Eif4ebp1"
"252","Hmgb2"
"253","Isyna1"
"254","Jund"
"255","Klf2"
"256","Hmox1"
"257","Ddx39"
"258","Syce2"
"259","Prdx2"
"260","Cdh1"
"261","Tpm1"
"262","Ccnb2"
"263","Dppa5a"
"264","Tdgf1"
"265","Higd1a"
"266","Hspa8"
"267","Usp28"
"268","Rbpms2"
"269","Pclaf"
"270","Gsta4"
"271","Tfdp2"
"272","Twf2"
"273","Pcbp4"
"274","Gpx1"
"275","mt-Co1"
"276","Ebp"
"277","Pdzd4"
"278","Maged1"
"279","Slc7a3"
"280","Hmgn5"
"281","Bex2"
"282","Tceal8"
"283","Bex1"
"284","Sat1"
"285","Tmsb4x"
"286","Pim2"
"287","Slc25a5"
"288","Hmgb3"
"289","Dkc1"
"290","Bex4"
"291","Tceal9"
"292","Trap1a"
"293","Alg13"
"294","Eif2s3y"
"295","Prdm14"
"296","Slc40a1"
"297","1700019D03Rik"
"298","Pgap1"
"299","Fzd5"
"300","Mreg"
"301","Hes6"
"302","Cd55"
"303","Elf3"
"304","Nr5a2"
"305","Atp1b1"
"306","Dusp27"
"307","Adam23"
"308","B3gnt7"
"309","Inpp5d"
"310","Tfcp2l1"
"311","Gpa33"
"312","Arfgef3"
"313","Myb"
"314","Enpp3"
"315","Gm26564"
"316","Prdm1"
"317","Arid5b"
"318","Gstt2"
"319","Tjp3"
"320","Tle6"
"321","Platr7"
"322","Gas2l3"
"323","Ctgf"
"324","Pcbd1"
"325","Dnmt3l"
"326","Aes"
"327","Sycp3"
"328","Cdk17"
"329","Igfbp3"
"330","Ddc"
"331","Cobl"
"332","Fam183b"
"333","Cd68"
"334","Chrnb1"
"335","Smtnl2"
"336","Ypel2"
"337","Calcoco2"
"338","Krt42"
"339","Hap1"
"340","Jup"
"341","Pecam1"
"342","Cpsf4l"
"343","Notum"
"344","Dcxr"
"345","Gfpt2"
"346","Sox15"
"347","Cldn7"
"348","Car4"
"349","Tex14"
"350","Prr15l"
"351","Mllt6"
"352","Cdc6"
"353","Arhgap27os2"
"354","Tex19.1"
"355","Gm46332"
"356","Nfkbia"
"357","Rpl10l"
"358","Gpx2"
"359","Rab15"
"360","Rps6kl1"
"361","Tcl1"
"362","Ahnak2"
"363","Efcab10"
"364","1110008L16Rik"
"365","Susd6"
"366","Acot1"
"367","Esrrb"
"368","Chga"
"369","Pfkp"
"370","Atxn1"
"371","Card19"
"372","Cltb"
"373","Eprn"
"374","F2rl1"
"375","Hexb"
"376","Klf6"
"377","Hist1h2bc"
"378","Serpinb9b"
"379","Gadd45g"
"380","Glrx"
"381","Serinc5"
"382","Lncenc1"
"383","Elovl7"
"384","Plk2"
"385","Ccno"
"386","Fam25c"
"387","Fam213a"
"388","Otx2"
"389","Ccnb1ip1"
"390","Ndrg2"
"391","Slc7a8"
"392","Phf11d"
"393","Ephx2"
"394","Fgf17"
"395","Rgcc"
"396","Sox21"
"397","Zic5"
"398","Nid2"
"399","Kat6b"
"400","Lgals3"
"401","Rec8"
"402","Rnf17"
"403","Nefl"
"404","Enox1"
"405","Klf5"
"406","Mbnl2"
"407","Enpp2"
"408","Arc"
"409","Mfng"
"410","A4galt"
"411","Kif21a"
"412","Lima1"
"413","Smagp"
"414","Aard"
"415","Ptp4a3"
"416","Syngr1"
"417","1700029P11Rik"
"418","Pim3"
"419","Pdzrn4"
"420","Krt7"
"421","Hoxc13"
"422","Liph"
"423","Apod"
"424","Pla1a"
"425","2310043M15Rik"
"426","Rpl39l"
"427","Cebpd"
"428","Cldn5"
"429","Morc1"
"430","Jam2"
"431","Tnfrsf12a"
"432","Dusp1"
"433","1700097N02Rik"
"434","Hsf2bp"
"435","H2-M5"
"436","Mymx"
"437","Dazl"
"438","Rfx2"
"439","Cdc42ep3"
"440","Cldn6"
"441","Crebrf"
"442","Mapk13"
"443","Pim1"
"444","Dnah8"
"445","Abcg1"
"446","Myo1f"
"447","Psors1c2"
"448","Zfp57"
"449","Crb3"
"450","Epas1"
"451","Celf4"
"452","Epb41l4a"
"453","Dnd1"
"454","Spink1"
"455","Fzd8"
"456","Dtna"
"457","Wnt8a"
"458","Cystm1"
"459","Smad7"
"460","Fbxo15"
"461","Neat1"
"462","Pga5"
"463","Insl6"
"464","Myof"
"465","Cpn1"
"466","Sptbn2"
"467","Rasgrp2"
"468","Tmem2"
"469","Dmrt1"
"470","1700007K13Rik"
"471","Rprm"
"472","Ttn"
"473","Tfpi"
"474","Patl2"
"475","Slc4a11"
"476","Trib3"
"477","Gtsf1l"
"478","Sdc4"
"479","Atp9a"
"480","Lama5"
"481","Nkain4"
"482","Stmn3"
"483","Sfmbt2"
"484","Msrb2"
"485","Etl4"
"486","Ass1"
"487","Csrnp3"
"488","Itga6"
"489","Pax6"
"490","Mpped2"
"491","Spint1"
"492","Capn3"
"493","Slc27a2"
"494","Platr3"
"495","Insm1"
"496","Hck"
"497","Myl9"
"498","Mybl2"
"499","Wfdc2"
"500","Ncoa3"
"501","Cebpb"
"502","Fam210b"
"503","Tfap2c"
"504","Slc17a9"
"505","Lrrc34"
"506","Plch1"
"507","Gm26771"
"508","Trim2"
"509","Rab25"
"510","Mov10"
"511","Pifo"
"512","Gstm3"
"513","Tet2"
"514","Cyr61"
"515","Nexn"
"516","Spry1"
"517","Hspa4l"
"518","Sohlh2"
"519","S100a16"
"520","S100a6"
"521","Hormad1"
"522","Txnip"
"523","Manba"
"524","Ddit4l"
"525","Gm16233"
"526","Ddah1"
"527","Esrp1"
"528","Aqp3"
"529","Klf4"
"530","Nfib"
"531","Cdkn2a"
"532","Cdkn2b"
"533","Elavl2"
"534","Dmrtb1"
"535","Plk3"
"536","Rimkla"
"537","Gjb3"
"538","Sesn2"
"539","Sfn"
"540","Cda"
"541","Fblim1"
"542","Pdpn"
"543","Trp53inp1"
"544","Zfp462"
"545","Mup6"
"546","Lurap1l"
"547","Foxd3"
"548","2610528J11Rik"
"549","Pou3f1"
"550","Tmem54"
"551","Fabp3"
"552","Laptm5"
"553","Slc30a2"
"554","Epha2"
"555","Zfp981"
"556","Cnpy1"
"557","Fgfbp1"
"558","Rbm47"
"559","Hopx"
"560","Cdkl2"
"561","Plac8"
"562","Ulk1"
"563","Dtx1"
"564","Cldn4"
"565","Pdgfa"
"566","Abcb1b"
"567","Sema3e"
"568","En2"
"569","Crmp1"
"570","Kit"
"571","Spp1"
"572","Cldn3"
"573","Aass"
"574","Podxl"
"575","Gadd45a"
"576","Tcf7l1"
"577","Anxa4"
"578","Tmem40"
"579","Tuba3a"
"580","Capg"
"581","Slc4a5"
"582","Cxcl12"
"583","Dppa3"
"584","Etnk1"
"585","AU018091"
"586","Cdc42ep5"
"587","Tnnt1"
"588","Cox6b2"
"589","Foxa3"
"590","Igsf23"
"591","Pou2f2"
"592","Ltbp4"
"593","Aplp1"
"594","Tdrd12"
"595","Ap3b2"
"596","Folr1"
"597","Nup98"
"598","Calca"
"599","Lat"
"600","Nupr1"
"601","Mvp"
"602","Sept1"
"603","Fgfr2"
"604","Nkx1-2"
"605","Tcerg1l"
"606","Nkx6-2"
"607","Syce1"
"608","Ano9"
"609","Epp13"
"610","Bbc3"
"611","Pglyrp1"
"612","Zfp296"
"613","Plaur"
"614","9530053A07Rik"
"615","Ppp1r14a"
"616","Napsa"
"617","Plekha4"
"618","Mylpf"
"619","Fgf4"
"620","Triml1"
"621","Palld"
"622","Apela"
"623","Nanos3"
"624","Nqo1"
"625","Dusp4"
"626","Triml2"
"627","Palm3"
"628","Gm2694"
"629","Mt2"
"630","Mt1"
"631","Tubb3"
"632","Kcnk1"
"633","Ap1m2"
"634","Anln"
"635","St14"
"636","Pml"
"637","Rec114"
"638","Cgnl1"
"639","Ooep"
"640","Icam1"
"641","Fez1"
"642","Olfr986"
"643","Mcam"
"644","Cryab"
"645","Calml4"
"646","Cspg5"
"647","Eras"
"648","Porcn"
"649","Klhl13"
"650","Rhox9"
"651","Map7d3"
"652","Mcf2"
"653","Sox3"
"654","Pls3"
"655","Xist"
"656","Nexmif"
"657","Nup62cl"
"658","Pcsk1n"
"659","Timp1"
"660","Rhox5"
"661","Rhox6"
"662","Fmr1nb"
"663","Nr0b1"
"664","Tsix"
"665","Nrk"
