"","epoch1"
"205","Ccne1"
"206","Snrpn"
"207","Idh2"
"208","Iqgap1"
"209","Arl6ip1"
"210","Aldoa"
"211","Pycard"
"212","Oat"
"213","Ifitm3"
"214","Ccnd1"
"215","Zfp428"
"216","Tead2"
"217","Bcat2"
"218","Ldha"
"219","Prc1"
"220","Ucp2"
"221","Rbmxl2"
"222","Mettl9"
"223","Plk1"
"224","Ypel3"
"225","Bub3"
"226","Utf1"
"227","Cd81"
"228","Ckap2"
"229","Zfp42"
"230","Bst2"
"231","Ier2"
"232","Calr"
"233","Psmb10"
"234","Fgfr1"
"235","Isyna1"
"236","Jund"
"237","Klf2"
"238","Prdx2"
"239","Cdh1"
"240","Anln"
"241","Tpm1"
"242","Dppa5a"
"243","Tdgf1"
"244","Higd1a"
"245","Hspa8"
"246","H2afx"
"247","Pkm"
"248","Pclaf"
"249","Gsta4"
"250","Twf2"
"251","Pcbp4"
"252","mt-Nd1"
"253","mt-Nd2"
"254","mt-Co1"
"255","mt-Nd4"
"256","Maged1"
"257","Slc7a3"
"258","Bex2"
"259","Tceal8"
"260","Tmsb4x"
"261","Pim2"
"262","Slc25a5"
"263","Hmgb3"
"264","Dkc1"
"265","Tceal9"
"266","Trap1a"
"267","Alg13"
"268","Eif2s3y"
"269","Prdm14"
"270","Slc40a1"
"271","1700019D03Rik"
"272","Pgap1"
"273","Mreg"
"274","Elf3"
"275","Nr5a2"
"276","Pou2f1"
"277","Dusp27"
"278","Adam23"
"279","B3gnt7"
"280","Inpp5d"
"281","Csrp1"
"282","Enpp3"
"283","Arid5b"
"284","Tjp3"
"285","Lyz2"
"286","Ctgf"
"287","Abca7"
"288","Rfx4"
"289","Sycp3"
"290","Hoxb5os"
"291","Pecam1"
"292","Cpsf4l"
"293","Notum"
"294","Sox15"
"295","Prr15l"
"296","Mllt6"
"297","Arhgap27os2"
"298","Tex19.1"
"299","Ubxn2a"
"300","Nfkbia"
"301","Rps6kl1"
"302","Ahnak2"
"303","1110008L16Rik"
"304","Atl1"
"305","Card19"
"306","Hexb"
"307","Id4"
"308","Serinc5"
"309","Ephx2"
"310","Slc39a2"
"311","Rnf17"
"312","Mbnl2"
"313","Tmem184b"
"314","Smc1b"
"315","Kif21a"
"316","Lima1"
"317","Syngr1"
"318","Pdzrn4"
"319","Hoxc13"
"320","Liph"
"321","Tmem44"
"322","Pla1a"
"323","Cldn5"
"324","Tnfrsf12a"
"325","1700097N02Rik"
"326","Dazl"
"327","Cldn6"
"328","Dnah8"
"329","Abcg1"
"330","Crb3"
"331","Dnd1"
"332","Svil"
"333","Dtna"
"334","Onecut2"
"335","Smad7"
"336","Scd1"
"337","Sptbn2"
"338","Tmem2"
"339","Dmrt1"
"340","1700007K13Rik"
"341","Zscan29"
"342","Sdc4"
"343","Nkain4"
"344","Sfmbt2"
"345","Msrb2"
"346","Etl4"
"347","Ass1"
"348","Csrnp3"
"349","Hoxd11"
"350","Mpped2"
"351","Slc27a2"
"352","Mybl2"
"353","Wfdc2"
"354","Ncoa3"
"355","Tfap2c"
"356","Slc17a9"
"357","Lrrc34"
"358","Gm26771"
"359","Trim2"
"360","Cd2"
"361","Gstm3"
"362","Gstm1"
"363","Hormad1"
"364","Pdzk1"
"365","Frrs1"
"366","Ddit4l"
"367","Gm16233"
"368","Esrp1"
"369","Dmrtb1"
"370","Sesn2"
"371","Sfn"
"372","Alpl"
"373","Trp53inp1"
"374","Mup6"
"375","2610528J11Rik"
"376","Tmem54"
"377","Fabp3"
"378","Slc30a2"
"379","Epha2"
"380","Cnpy1"
"381","Lrpap1"
"382","Fgfbp1"
"383","Rbm47"
"384","Ulk1"
"385","Cldn4"
"386","Abcb1b"
"387","Gigyf1"
"388","Gadd45a"
"389","Cxcl12"
"390","Dppa3"
"391","Etnk1"
"392","Cox6b2"
"393","Tdrd12"
"394","Ap3b2"
"395","Art5"
"396","Mvp"
"397","Fgfr2"
"398","Ano9"
"399","Epp13"
"400","Bbc3"
"401","Pglyrp1"
"402","Gas6"
"403","Apela"
"404","Gdf15"
"405","Nanos3"
"406","Nqo1"
"407","Dusp4"
"408","Triml2"
"409","Vegfc"
"410","Palm3"
"411","Kcnk1"
"412","St14"
"413","Pml"
"414","Rec114"
"415","Zic1"
"416","Rbms3"
"417","Icam1"
"418","Olfr986"
"419","Mcam"
"420","Usp28"
"421","Klhl13"
"422","Pdzd4"
"423","Renbp"
"424","Eda2r"
"425","Xist"
"426","Nexmif"
"427","Rhox5"
"428","Fmr1nb"
"429","Tsix"
